parent_id,sequence,alt,pos,att1,att2,att3,att4,att5,att6,att7,att8,choice
10365,5,1,1,2,1,1,4,1,1,1,2,0
10365,5,2,2,3,3,3,3,4,3,2,1,1
10365,6,1,1,1,4,4,4,2,3,3,3,1
10365,6,2,2,6,3,1,1,3,1,3,3,0
10365,7,1,1,4,2,1,2,2,1,2,3,0
10365,7,2,2,1,5,5,3,1,4,1,2,1
10365,8,1,1,3,5,2,3,3,4,3,3,1
10365,8,2,2,6,1,2,4,4,2,2,1,0
10369,1,1,1,1,5,3,2,3,4,3,1,0
10369,1,2,2,5,4,5,3,2,2,1,2,1
10369,2,1,1,6,4,2,4,4,4,1,3,1
10369,2,2,2,2,4,5,1,1,3,1,3,0
10369,3,1,1,1,5,1,2,1,3,3,2,0
10369,3,2,2,4,5,4,1,4,2,1,1,1
10369,4,1,1,3,3,3,4,4,4,1,3,0
10369,4,2,2,4,2,1,4,3,1,3,1,1
10369,5,1,1,1,5,2,1,4,2,3,1,0
10369,5,2,2,3,1,4,3,3,2,3,1,1
10369,6,1,1,3,5,1,3,1,3,2,2,0
10369,6,2,2,2,2,4,2,3,2,2,2,1
10369,7,1,1,4,4,3,1,1,3,3,2,0
10369,7,2,2,4,4,3,2,4,1,2,1,1
10369,8,1,1,2,4,1,1,3,3,1,1,0
10369,8,2,2,5,2,4,1,2,1,3,3,1
10371,1,1,1,2,5,5,4,1,1,1,1,1
10371,1,2,2,2,4,1,3,3,4,1,3,0
10371,2,1,1,5,1,3,4,3,1,1,3,1
10371,2,2,2,5,5,3,1,4,4,1,2,0
10371,3,1,1,1,4,4,4,3,1,1,1,1
10371,3,2,2,4,3,2,2,2,1,3,2,0
10371,4,1,1,1,4,4,4,2,1,3,1,1
10371,4,2,2,6,1,1,1,1,1,3,2,0
10371,5,1,1,5,2,5,1,1,4,1,1,1
10371,5,2,2,4,4,2,1,4,2,2,3,0
10371,6,1,1,3,1,3,3,3,3,3,1,1
10371,6,2,2,2,2,1,4,1,1,2,2,0
10371,7,1,1,2,1,3,2,1,2,3,3,0
10371,7,2,2,3,5,5,3,2,2,1,1,1
10371,8,1,1,5,5,3,1,1,4,1,2,0
10371,8,2,2,1,5,5,1,4,1,3,2,1
10374,1,1,1,1,5,5,1,2,4,3,3,1
10374,1,2,2,4,5,1,3,3,2,1,2,0
10374,2,1,1,1,1,1,3,3,1,3,1,1
10374,2,2,2,1,4,3,4,2,4,1,3,0
10374,3,1,1,3,3,3,4,3,4,1,1,0
10374,3,2,2,6,5,2,4,1,2,3,2,1
10374,4,1,1,5,2,1,3,1,3,1,2,1
10374,4,2,2,2,2,5,2,4,3,3,2,0
10374,5,1,1,5,5,1,1,1,1,1,3,0
10374,5,2,2,4,1,2,4,1,3,2,3,1
10374,6,1,1,2,1,4,4,1,1,3,3,1
10374,6,2,2,4,1,1,3,4,4,1,2,0
10374,7,1,1,1,5,1,2,1,3,1,1,0
10374,7,2,2,4,5,4,1,4,2,3,3,1
10374,8,1,1,6,3,3,1,3,4,3,1,0
10374,8,2,2,4,3,4,2,2,2,2,3,1
10375,1,1,1,4,1,2,3,4,2,1,2,0
10375,1,2,2,1,2,2,2,3,3,2,3,1
10375,2,1,1,4,3,4,1,2,1,2,1,1
10375,2,2,2,6,4,2,3,4,2,2,1,0
10375,3,1,1,3,4,2,2,4,1,3,3,1
10375,3,2,2,1,1,1,1,1,3,3,1,0
10375,4,1,1,5,2,4,2,2,1,2,2,1
10375,4,2,2,6,4,3,4,1,4,1,3,0
10375,5,1,1,6,4,4,4,4,4,1,3,1
10375,5,2,2,2,4,2,3,1,1,2,3,0
10375,6,1,1,4,2,4,2,4,3,2,2,1
10375,6,2,2,2,2,3,2,2,1,2,1,0
10375,7,1,1,2,2,3,3,2,2,2,3,0
10375,7,2,2,5,3,4,4,4,4,2,1,1
10375,8,1,1,3,3,5,1,3,3,2,3,1
10375,8,2,2,1,5,4,2,1,2,1,1,0
10376,1,1,1,4,5,5,3,3,4,2,1,1
10376,1,2,2,5,2,2,3,2,3,2,3,0
10376,2,1,1,1,2,2,1,1,1,1,3,0
10376,2,2,2,3,4,3,4,1,2,3,3,1
10376,3,1,1,6,4,4,4,2,3,1,2,1
10376,3,2,2,4,1,2,2,2,3,1,3,0
10376,4,1,1,3,4,5,4,3,3,2,3,0
10376,4,2,2,5,3,2,1,4,2,2,3,1
10376,5,1,1,2,2,3,4,1,4,3,2,0
10376,5,2,2,5,3,2,1,2,4,3,2,1
10376,6,1,1,4,3,4,4,2,1,3,3,1
10376,6,2,2,6,2,2,1,1,3,1,3,0
10376,7,1,1,1,2,3,4,4,1,3,1,0
10376,7,2,2,5,4,5,3,2,4,3,3,1
10376,8,1,1,6,3,1,4,1,2,1,2,1
10376,8,2,2,1,4,4,4,4,3,3,1,0
10377,1,1,1,6,5,5,1,4,2,1,3,1
10377,1,2,2,6,4,1,1,1,3,3,1,0
10377,2,1,1,4,4,2,2,3,3,2,3,1
10377,2,2,2,3,2,3,4,3,4,2,1,0
10377,3,1,1,1,1,1,2,3,2,1,2,0
10377,3,2,2,6,1,4,1,1,1,3,3,1
10377,4,1,1,2,2,4,1,4,1,2,3,1
10377,4,2,2,5,3,3,1,2,4,3,2,0
10377,5,1,1,1,3,3,2,2,2,1,3,1
10377,5,2,2,1,5,3,2,3,4,1,1,0
10377,6,1,1,5,4,3,2,3,2,1,2,0
10377,6,2,2,5,2,3,1,4,4,3,2,1
10377,7,1,1,5,5,5,4,1,4,3,1,1
10377,7,2,2,2,5,2,2,3,3,1,3,0
10377,8,1,1,2,1,5,3,3,3,1,1,1
10377,8,2,2,2,5,5,2,4,2,3,1,0
10378,1,1,1,5,5,1,3,2,3,2,1,1
10378,1,2,2,3,3,4,3,3,1,2,3,0
10378,2,1,1,4,4,2,4,2,2,3,1,0
10378,2,2,2,5,3,5,1,2,1,1,1,1
10378,3,1,1,2,2,1,1,1,3,1,2,1
10378,3,2,2,2,5,3,4,1,2,1,1,0
10378,4,1,1,4,3,4,1,2,3,3,3,1
10378,4,2,2,2,3,4,1,4,2,1,1,0
10378,5,1,1,1,1,1,3,3,3,2,2,1
10378,5,2,2,2,5,1,3,1,2,2,3,0
10378,6,1,1,5,4,4,2,1,2,1,3,1
10378,6,2,2,3,4,1,3,2,3,3,2,0
10378,7,1,1,6,3,2,4,3,4,3,1,1
10378,7,2,2,2,4,3,2,2,3,2,2,0
10378,8,1,1,1,4,4,3,1,3,2,2,0
10378,8,2,2,5,1,1,2,2,3,2,3,1
10390,1,1,1,5,5,1,1,1,1,1,3,0
10390,1,2,2,4,1,2,4,1,3,2,3,1
10390,2,1,1,3,3,3,4,3,4,1,1,1
10390,2,2,2,6,5,2,4,1,2,3,2,0
10390,3,1,1,6,3,3,1,3,4,3,1,1
10390,3,2,2,4,3,4,2,2,2,2,3,0
10390,4,1,1,1,5,1,2,1,3,1,1,0
10390,4,2,2,5,5,4,1,4,2,3,3,1
10390,5,1,1,6,1,4,4,1,1,3,3,1
10390,5,2,2,4,1,1,3,4,4,1,2,0
10390,6,1,1,1,1,1,3,3,1,3,1,0
10390,6,2,2,1,4,3,4,2,4,1,3,1
10390,7,1,1,1,5,5,1,2,4,3,3,1
10390,7,2,2,6,5,1,3,3,2,1,2,0
10390,8,1,1,5,2,1,3,1,3,1,2,0
10390,8,2,2,2,2,5,2,4,3,3,2,1
10392,1,1,1,6,3,3,4,4,4,3,3,1
10392,1,2,2,4,3,2,4,1,2,1,1,0
10392,2,1,1,6,3,3,2,1,2,3,2,0
10392,2,2,2,5,1,3,3,4,4,1,2,1
10392,3,1,1,3,4,2,3,4,2,3,1,1
10392,3,2,2,4,2,2,3,2,3,3,2,0
10392,4,1,1,1,4,4,3,3,2,3,2,0
10392,4,2,2,6,1,5,2,3,3,3,1,1
10392,5,1,1,3,3,3,3,2,2,2,3,0
10392,5,2,2,4,2,3,2,2,4,2,2,1
10392,6,1,1,2,2,5,2,2,2,2,3,1
10392,6,2,2,2,4,1,1,3,3,3,2,0
10392,7,1,1,4,5,5,1,4,1,1,1,1
10392,7,2,2,3,2,3,1,3,3,3,2,0
10392,8,1,1,3,3,3,2,3,1,2,2,0
10392,8,2,2,5,4,3,4,3,4,2,1,1
10395,1,1,1,5,2,3,1,3,1,3,1,1
10395,1,2,2,1,5,1,2,3,4,1,2,0
10395,2,1,1,5,2,5,2,2,2,2,3,1
10395,2,2,2,1,3,2,4,2,3,1,1,0
10395,3,1,1,4,2,4,1,2,4,3,3,1
10395,3,2,2,3,2,1,4,4,2,3,3,0
10395,4,1,1,2,3,2,4,2,1,2,3,1
10395,4,2,2,4,3,4,3,2,4,1,1,0
10395,5,1,1,1,5,2,3,2,3,3,1,0
10395,5,2,2,1,4,2,4,4,4,2,3,1
10395,6,1,1,3,1,1,3,1,3,3,2,0
10395,6,2,2,1,1,5,3,4,2,2,3,1
10395,7,1,1,2,5,2,2,4,4,1,2,0
10395,7,2,2,3,4,5,1,1,1,3,2,1
10395,8,1,1,1,2,2,2,1,3,3,2,0
10395,8,2,2,6,4,4,2,3,3,1,2,1
10396,1,1,1,5,1,5,1,1,1,1,3,0
10396,1,2,2,5,5,3,1,3,4,3,1,1
10396,2,1,1,6,4,2,4,1,4,3,1,0
10396,2,2,2,5,2,2,3,4,1,1,2,1
10396,3,1,1,3,3,3,4,3,4,2,3,1
10396,3,2,2,3,2,4,1,4,2,2,1,0
10396,4,1,1,2,2,2,3,1,3,2,1,0
10396,4,2,2,6,3,3,2,4,1,2,3,1
10396,5,1,1,6,4,2,2,1,3,1,3,0
10396,5,2,2,6,3,3,3,4,2,3,2,1
10396,6,1,1,3,3,4,1,4,1,2,1,0
10396,6,2,2,3,5,3,3,2,2,2,3,1
10396,7,1,1,1,4,4,3,2,1,2,1,1
10396,7,2,2,4,4,1,3,4,3,1,2,0
10396,8,1,1,5,3,1,1,4,1,2,3,0
10396,8,2,2,1,1,5,4,1,1,1,3,1
10398,1,1,1,5,2,3,2,4,1,1,1,1
10398,1,2,2,3,5,5,4,3,3,2,1,0
10398,2,1,1,2,3,4,4,2,4,1,2,1
10398,2,2,2,5,3,4,1,1,4,2,1,0
10398,3,1,1,4,1,4,3,4,3,1,2,1
10398,3,2,2,5,3,2,1,2,1,2,1,0
10398,4,1,1,1,1,2,4,4,4,1,2,1
10398,4,2,2,6,5,4,3,2,1,1,2,0
10398,5,1,1,4,5,1,3,2,3,1,2,0
10398,5,2,2,4,3,5,3,2,1,3,1,1
10398,6,1,1,3,1,5,2,4,2,2,1,0
10398,6,2,2,2,5,5,3,4,1,3,3,1
10398,7,1,1,6,4,4,3,1,3,1,2,0
10398,7,2,2,2,3,3,3,3,2,3,2,1
10398,8,1,1,6,1,1,1,2,4,3,1,0
10398,8,2,2,3,2,5,2,3,2,2,3,1
10401,1,1,1,1,5,5,1,4,1,1,1,1
10401,1,2,2,3,2,3,1,3,3,3,2,0
10401,2,1,1,3,4,2,3,4,2,3,1,0
10401,2,2,2,4,2,2,3,2,3,3,2,1
10401,3,1,1,3,3,3,2,3,1,2,2,0
10401,3,2,2,5,4,3,4,3,4,2,1,1
10401,4,1,1,6,3,3,4,4,4,3,3,1
10401,4,2,2,4,3,2,4,1,2,1,1,0
10401,5,1,1,1,4,4,3,3,2,3,2,1
10401,5,2,2,6,1,5,2,3,3,3,1,0
10401,6,1,1,2,2,5,2,2,2,2,3,1
10401,6,2,2,2,4,1,1,3,3,3,2,0
10401,7,1,1,3,3,3,3,2,2,2,3,0
10401,7,2,2,4,2,3,2,2,4,2,2,1
10401,8,1,1,6,3,3,2,1,2,3,2,0
10401,8,2,2,1,1,3,3,4,4,1,2,1
10402,1,1,1,6,1,5,2,2,2,3,2,0
10402,1,2,2,4,1,1,3,4,3,1,3,1
10402,2,1,1,5,3,3,2,3,2,2,2,1
10402,2,2,2,3,2,3,1,2,3,2,3,0
10402,3,1,1,3,3,2,1,2,2,1,3,0
10402,3,2,2,5,4,5,3,1,2,2,1,1
10402,4,1,1,4,1,4,2,2,4,3,3,1
10402,4,2,2,6,1,1,1,4,1,1,2,0
10402,5,1,1,2,1,2,1,4,4,1,1,1
10402,5,2,2,6,1,5,2,2,2,3,3,0
10402,6,1,1,6,1,1,2,1,4,3,3,0
10402,6,2,2,4,1,5,2,3,2,2,1,1
10402,7,1,1,3,3,5,2,3,3,2,2,0
10402,7,2,2,1,4,1,4,2,1,2,3,1
10402,8,1,1,3,4,2,3,2,1,2,1,0
10402,8,2,2,1,5,5,3,1,4,3,2,1
10404,1,1,1,5,1,1,3,1,3,3,2,0
10404,1,2,2,1,1,5,3,4,2,2,3,1
10404,2,1,1,1,2,2,2,1,3,3,2,0
10404,2,2,2,6,4,4,2,3,3,1,2,1
10404,3,1,1,4,5,2,2,4,4,1,2,0
10404,3,2,2,3,4,5,1,1,1,3,2,1
10404,4,1,1,2,3,2,4,2,1,2,3,0
10404,4,2,2,4,3,4,3,2,4,1,1,1
10404,5,1,1,5,2,5,2,2,2,2,3,0
10404,5,2,2,1,3,2,4,2,3,1,1,1
10404,6,1,1,4,2,4,1,2,4,3,3,1
10404,6,2,2,3,2,1,4,4,2,3,3,0
10404,7,1,1,5,2,3,1,3,1,3,1,1
10404,7,2,2,1,5,1,2,3,4,1,2,0
10404,8,1,1,1,5,2,3,2,3,3,1,0
10404,8,2,2,1,4,2,4,4,4,2,3,1
10406,1,1,1,2,1,5,4,4,3,3,3,1
10406,1,2,2,6,1,1,4,1,3,1,2,0
10406,2,1,1,5,4,4,2,3,1,2,2,1
10406,2,2,2,1,1,2,3,2,3,3,3,0
10406,3,1,1,6,5,2,3,4,3,2,3,1
10406,3,2,2,2,1,3,2,4,4,3,2,0
10406,4,1,1,2,5,5,1,2,2,1,2,1
10406,4,2,2,4,3,1,3,3,2,3,2,0
10406,5,1,1,1,1,5,1,1,4,1,2,0
10406,5,2,2,5,3,3,4,2,3,1,1,1
10406,6,1,1,5,4,1,3,4,1,2,1,0
10406,6,2,2,5,5,2,3,1,3,2,3,1
10406,7,1,1,6,3,2,2,4,3,1,1,0
10406,7,2,2,6,5,2,1,1,2,3,3,1
10406,8,1,1,5,4,4,2,2,2,2,1,0
10406,8,2,2,3,2,3,2,2,3,2,2,1
10407,1,1,1,4,2,5,1,4,2,2,1,1
10407,1,2,2,1,2,1,2,3,3,2,3,0
10407,2,1,1,2,5,2,2,1,3,3,1,0
10407,2,2,2,5,3,4,3,3,2,2,3,1
10407,3,1,1,6,1,1,4,3,1,1,2,0
10407,3,2,2,4,1,5,4,3,4,3,1,1
10407,4,1,1,4,4,3,2,4,4,1,3,0
10407,4,2,2,5,3,3,2,1,2,3,2,1
10407,5,1,1,4,1,5,2,3,1,2,2,0
10407,5,2,2,1,5,5,1,4,3,1,3,1
10407,6,1,1,1,2,4,4,3,2,1,2,1
10407,6,2,2,2,1,5,2,1,4,3,3,0
10407,7,1,1,3,5,5,3,2,4,3,2,1
10407,7,2,2,6,1,4,2,2,1,3,1,0
10407,8,1,1,2,5,1,2,1,4,3,3,0
10407,8,2,2,1,1,1,2,1,2,1,2,1
10416,1,1,1,1,3,3,2,2,2,1,3,0
10416,1,2,2,6,5,3,2,3,4,1,1,1
10416,2,1,1,2,2,4,1,4,1,2,3,1
10416,2,2,2,5,3,3,1,2,4,3,2,0
10416,3,1,1,5,5,5,4,1,4,3,1,1
10416,3,2,2,2,5,2,2,3,3,1,3,0
10416,4,1,1,3,4,3,2,3,2,1,2,1
10416,4,2,2,5,2,3,1,4,4,3,2,0
10416,5,1,1,4,4,2,2,3,3,2,3,1
10416,5,2,2,3,2,3,4,3,4,2,1,0
10416,6,1,1,2,1,5,3,3,3,1,1,0
10416,6,2,2,2,5,5,2,4,2,3,1,1
10416,7,1,1,1,1,1,2,3,2,1,2,1
10416,7,2,2,6,1,4,1,1,1,3,3,0
10416,8,1,1,6,5,5,1,4,2,1,3,1
10416,8,2,2,6,4,1,1,1,3,3,1,0
10417,1,1,1,6,5,5,3,1,1,1,1,1
10417,1,2,2,2,2,2,3,1,4,1,3,0
10417,2,1,1,4,3,1,2,4,2,3,1,0
10417,2,2,2,6,2,4,2,3,4,1,3,1
10417,3,1,1,3,4,4,4,2,2,1,1,1
10417,3,2,2,1,1,2,3,3,4,2,3,0
10417,4,1,1,5,4,4,4,3,2,2,1,0
10417,4,2,2,2,2,2,3,2,4,3,3,1
10417,5,1,1,3,3,3,4,1,4,2,2,1
10417,5,2,2,3,2,5,1,3,2,3,2,0
10417,6,1,1,1,1,2,1,2,4,3,2,0
10417,6,2,2,3,4,4,4,3,4,2,2,1
10417,7,1,1,6,5,5,3,2,1,1,1,0
10417,7,2,2,4,1,4,2,2,3,2,3,1
10417,8,1,1,3,4,5,2,2,2,2,1,1
10417,8,2,2,6,3,3,4,1,1,1,3,0
10424,1,1,1,3,2,3,4,3,1,2,1,1
10424,1,2,2,4,4,2,2,4,2,1,1,0
10424,2,1,1,2,2,3,1,1,1,3,3,0
10424,2,2,2,6,3,2,1,4,4,2,1,1
10424,3,1,1,2,5,1,3,4,2,2,3,1
10424,3,2,2,2,4,5,1,2,3,2,3,0
10424,4,1,1,3,4,2,2,4,1,1,3,1
10424,4,2,2,5,5,4,2,2,2,3,1,0
10424,5,1,1,1,4,5,4,2,4,2,3,1
10424,5,2,2,4,2,2,4,2,1,2,1,0
10424,6,1,1,5,5,3,4,1,3,3,1,1
10424,6,2,2,2,2,4,1,2,2,3,1,0
10424,7,1,1,5,3,3,4,3,4,1,2,1
10424,7,2,2,3,1,3,1,2,1,1,1,0
10424,8,1,1,6,4,5,3,4,1,1,3,0
10424,8,2,2,3,3,2,4,1,4,3,1,1
10428,1,1,1,2,2,2,3,1,3,2,1,0
10428,1,2,2,6,3,3,2,4,1,2,3,1
10428,2,1,1,5,3,1,1,4,1,2,3,1
10428,2,2,2,1,1,5,4,1,1,1,3,0
10428,3,1,1,3,3,4,1,4,1,2,1,0
10428,3,2,2,6,5,3,3,2,2,2,3,1
10428,4,1,1,6,4,2,2,1,3,1,3,0
10428,4,2,2,6,3,3,3,4,2,3,2,1
10428,5,1,1,6,4,2,4,1,4,3,1,0
10428,5,2,2,5,2,2,3,4,1,1,2,1
10428,6,1,1,1,4,4,3,2,1,2,1,1
10428,6,2,2,4,4,1,3,4,3,1,2,0
10428,7,1,1,1,1,5,1,1,1,1,3,0
10428,7,2,2,5,5,3,1,3,4,3,1,1
10428,8,1,1,3,3,3,4,3,4,2,3,0
10428,8,2,2,3,2,4,1,4,2,2,1,1
10433,1,1,1,4,3,4,4,2,1,3,3,1
10433,1,2,2,1,2,2,1,1,3,1,3,0
10433,2,1,1,6,4,4,4,2,3,1,2,1
10433,2,2,2,4,1,2,2,2,3,1,3,0
10433,3,1,1,2,2,3,4,1,4,3,2,0
10433,3,2,2,5,3,2,1,2,4,3,2,1
10433,4,1,1,1,2,3,4,4,1,3,1,1
10433,4,2,2,1,4,5,3,2,4,3,3,0
10433,5,1,1,4,5,5,3,3,4,2,1,1
10433,5,2,2,5,2,2,3,2,3,2,3,0
10433,6,1,1,3,4,5,4,3,3,2,3,1
10433,6,2,2,5,3,2,1,4,2,2,3,0
10433,7,1,1,6,3,1,4,1,2,1,2,0
10433,7,2,2,6,4,4,4,4,3,3,1,1
10433,8,1,1,1,2,2,1,1,1,1,3,0
10433,8,2,2,3,4,3,4,1,2,3,3,1
10434,1,1,1,1,5,3,4,1,4,3,1,1
10434,1,2,2,6,5,3,4,3,1,1,3,0
10434,2,1,1,6,2,5,2,3,3,1,2,1
10434,2,2,2,1,5,4,2,1,4,1,2,0
10434,3,1,1,3,4,2,1,3,1,2,2,1
10434,3,2,2,5,3,4,3,3,4,2,1,0
10434,4,1,1,2,2,4,3,1,4,3,2,0
10434,4,2,2,2,2,3,4,3,1,1,1,1
10434,5,1,1,5,2,1,2,2,2,1,2,0
10434,5,2,2,1,1,5,3,4,4,3,1,1
10434,6,1,1,4,2,2,3,3,3,3,2,0
10434,6,2,2,3,1,5,2,3,2,1,1,1
10434,7,1,1,1,2,3,4,3,1,3,1,1
10434,7,2,2,3,4,1,3,2,3,3,3,0
10434,8,1,1,1,1,2,1,4,1,3,3,1
10434,8,2,2,1,5,1,4,4,1,3,1,0
10436,1,1,1,2,2,2,3,1,3,2,1,0
10436,1,2,2,6,3,3,2,4,1,2,3,1
10436,2,1,1,6,4,2,2,1,3,1,3,0
10436,2,2,2,6,3,3,3,4,2,3,2,1
10436,3,1,1,3,3,3,4,3,4,2,3,1
10436,3,2,2,3,2,4,1,4,2,2,1,0
10436,4,1,1,3,3,4,1,4,1,2,1,1
10436,4,2,2,1,5,3,3,2,2,2,3,0
10436,5,1,1,5,3,1,1,4,1,2,3,0
10436,5,2,2,1,1,5,4,1,1,1,3,1
10436,6,1,1,6,4,2,4,1,4,3,1,0
10436,6,2,2,5,2,2,3,4,1,1,2,1
10436,7,1,1,1,4,4,3,2,1,2,1,1
10436,7,2,2,4,4,1,3,4,3,1,2,0
10436,8,1,1,6,1,5,1,1,1,1,3,0
10436,8,2,2,5,5,3,1,3,4,3,1,1
10438,1,1,1,4,5,1,3,2,3,1,2,0
10438,1,2,2,4,3,5,3,2,1,3,1,1
10438,2,1,1,6,4,4,3,1,3,1,2,0
10438,2,2,2,2,3,3,3,3,2,3,2,1
10438,3,1,1,2,3,4,4,2,4,1,2,1
10438,3,2,2,5,3,4,1,1,4,2,1,0
10438,4,1,1,3,1,5,2,4,2,2,1,1
10438,4,2,2,2,5,5,3,4,1,3,3,0
10438,5,1,1,4,1,4,3,4,3,1,2,1
10438,5,2,2,5,3,2,1,2,1,2,1,0
10438,6,1,1,5,2,3,2,4,1,1,1,0
10438,6,2,2,3,5,5,4,3,3,2,1,1
10438,7,1,1,1,1,1,1,2,4,3,1,0
10438,7,2,2,3,2,5,2,3,2,2,3,1
10438,8,1,1,1,1,2,4,4,4,1,2,1
10438,8,2,2,6,5,4,3,2,1,1,2,0
10440,1,1,1,1,2,5,2,2,2,2,3,0
10440,1,2,2,2,4,1,1,3,3,3,2,1
10440,2,1,1,3,3,3,2,3,1,2,2,0
10440,2,2,2,5,4,3,4,3,4,2,1,1
10440,3,1,1,6,5,5,1,4,1,1,1,1
10440,3,2,2,3,2,3,1,3,3,3,2,0
10440,4,1,1,6,3,3,2,1,2,3,2,1
10440,4,2,2,3,1,3,3,4,4,1,2,0
10440,5,1,1,3,3,3,3,2,2,2,3,1
10440,5,2,2,4,2,3,2,2,4,2,2,0
10440,6,1,1,6,3,3,4,4,4,3,3,1
10440,6,2,2,4,3,2,4,1,2,1,1,0
10440,7,1,1,3,4,2,3,4,2,3,1,1
10440,7,2,2,4,2,2,3,2,3,3,2,0
10440,8,1,1,1,4,4,3,3,2,3,2,1
10440,8,2,2,6,1,5,2,3,3,3,1,0
10441,1,1,1,1,1,1,3,3,3,2,2,1
10441,1,2,2,2,5,1,3,1,2,2,3,0
10441,2,1,1,4,3,4,1,2,3,3,3,0
10441,2,2,2,2,3,4,1,4,2,1,1,1
10441,3,1,1,5,4,4,2,1,2,1,3,1
10441,3,2,2,3,4,1,3,2,3,3,2,0
10441,4,1,1,5,5,1,3,2,3,2,1,1
10441,4,2,2,3,3,4,3,3,1,2,3,0
10441,5,1,1,2,2,1,1,1,3,1,2,0
10441,5,2,2,2,5,3,4,1,2,1,1,1
10441,6,1,1,6,3,2,4,3,4,3,1,1
10441,6,2,2,2,4,3,2,2,3,2,2,0
10441,7,1,1,4,4,4,3,1,3,2,2,0
10441,7,2,2,5,1,1,2,2,3,2,3,1
10441,8,1,1,4,4,2,4,2,2,3,1,0
10441,8,2,2,5,3,5,1,2,1,1,1,1
10442,1,1,1,2,5,5,1,2,2,1,2,1
10442,1,2,2,4,3,1,3,3,2,3,2,0
10442,2,1,1,2,1,5,4,4,3,3,3,1
10442,2,2,2,1,1,1,4,1,3,1,2,0
10442,3,1,1,5,4,4,2,2,2,2,1,0
10442,3,2,2,3,2,3,2,2,3,2,2,1
10442,4,1,1,5,4,1,3,4,1,2,1,0
10442,4,2,2,2,5,2,3,1,3,2,3,1
10442,5,1,1,1,1,5,1,1,4,1,2,1
10442,5,2,2,5,3,3,4,2,3,1,1,0
10442,6,1,1,6,3,2,2,4,3,1,1,1
10442,6,2,2,1,5,2,1,1,2,3,3,0
10442,7,1,1,6,5,2,3,4,3,2,3,1
10442,7,2,2,5,1,3,2,4,4,3,2,0
10442,8,1,1,5,4,4,2,3,1,2,2,0
10442,8,2,2,1,1,2,3,2,3,3,3,1
10444,1,1,1,1,1,2,3,4,2,1,2,1
10444,1,2,2,1,2,2,2,3,3,2,3,0
10444,2,1,1,4,2,4,2,4,3,2,2,1
10444,2,2,2,2,2,3,2,2,1,2,1,0
10444,3,1,1,5,2,4,2,2,1,2,2,1
10444,3,2,2,6,4,3,4,1,4,1,3,0
10444,4,1,1,3,3,5,1,3,3,2,3,1
10444,4,2,2,1,5,4,2,1,2,1,1,0
10444,5,1,1,6,4,2,2,4,1,3,3,1
10444,5,2,2,1,1,1,1,1,3,3,1,0
10444,6,1,1,6,4,4,4,4,4,1,3,1
10444,6,2,2,2,4,2,3,1,1,2,3,0
10444,7,1,1,2,2,3,3,2,2,2,3,0
10444,7,2,2,5,3,4,4,4,4,2,1,1
10444,8,1,1,4,3,4,1,2,1,2,1,0
10444,8,2,2,6,4,2,3,4,2,2,1,1
10447,1,1,1,1,5,1,2,1,3,3,2,1
10447,1,2,2,4,5,4,1,4,2,1,1,0
10447,2,1,1,6,4,2,4,4,4,1,3,0
10447,2,2,2,2,4,5,1,1,3,1,3,1
10447,3,1,1,1,5,2,1,4,2,3,1,1
10447,3,2,2,3,1,4,3,3,2,3,1,0
10447,4,1,1,2,4,1,1,3,3,1,1,0
10447,4,2,2,5,2,4,1,2,1,3,3,1
10447,5,1,1,3,3,3,4,4,4,1,3,1
10447,5,2,2,4,2,1,4,3,1,3,1,0
10447,6,1,1,3,5,1,3,1,3,2,2,0
10447,6,2,2,2,2,4,2,3,2,2,2,1
10447,7,1,1,1,5,3,2,3,4,3,1,0
10447,7,2,2,4,4,5,3,2,2,1,2,1
10447,8,1,1,4,4,3,1,1,3,3,2,1
10447,8,2,2,4,4,3,2,4,1,2,1,0
10449,1,1,1,5,5,5,4,1,4,3,1,0
10449,1,2,2,2,5,2,2,3,3,1,3,1
10449,2,1,1,1,4,3,2,3,2,1,2,1
10449,2,2,2,5,2,3,1,4,4,3,2,0
10449,3,1,1,1,3,3,2,2,2,1,3,0
10449,3,2,2,4,5,3,2,3,4,1,1,1
10449,4,1,1,2,2,4,1,4,1,2,3,0
10449,4,2,2,5,3,3,1,2,4,3,2,1
10449,5,1,1,1,1,1,2,3,2,1,2,0
10449,5,2,2,6,1,4,1,1,1,3,3,1
10449,6,1,1,2,1,5,3,3,3,1,1,0
10449,6,2,2,2,5,5,2,4,2,3,1,1
10449,7,1,1,6,5,5,1,4,2,1,3,1
10449,7,2,2,6,4,1,1,1,3,3,1,0
10449,8,1,1,4,4,2,2,3,3,2,3,0
10449,8,2,2,3,2,3,4,3,4,2,1,1
10450,1,1,1,5,2,5,2,2,2,2,3,1
10450,1,2,2,1,3,2,4,2,3,1,1,0
10450,2,1,1,5,2,3,1,3,1,3,1,1
10450,2,2,2,1,5,1,2,3,4,1,2,0
10450,3,1,1,2,5,2,3,2,3,3,1,0
10450,3,2,2,1,4,2,4,4,4,2,3,1
10450,4,1,1,2,1,1,3,1,3,3,2,0
10450,4,2,2,1,1,5,3,4,2,2,3,1
10450,5,1,1,1,2,2,2,1,3,3,2,0
10450,5,2,2,6,4,4,2,3,3,1,2,1
10450,6,1,1,4,2,4,1,2,4,3,3,1
10450,6,2,2,3,2,1,4,4,2,3,3,0
